trial	params_json	primary_metric	wall_seconds	status	error
285	{"family":"lda_petal","fold":0,"repeat":2,"rung":45}	0.090456	0.006	ok	
286	{"family":"lda_petal","fold":1,"repeat":2,"rung":45}	0.014058	0.006	ok	
287	{"family":"lda_petal","fold":2,"repeat":2,"rung":45}	0.069474	0.007	ok	
288	{"family":"lda_petal","fold":3,"repeat":2,"rung":45}	0.006676	0.006	ok	
289	{"family":"lda_petal","fold":0,"repeat":3,"rung":45}	0.009780	0.006	ok	
290	{"family":"lda_petal","fold":1,"repeat":3,"rung":45}	0.096028	0.006	ok	
291	{"family":"lda_petal","fold":2,"repeat":3,"rung":45}	0.024477	0.006	ok	
292	{"family":"lda_petal","fold":3,"repeat":3,"rung":45}	0.086345	0.006	ok	
293	{"family":"lda_petal","fold":0,"repeat":4,"rung":45}	0.077040	0.006	ok	
294	{"family":"lda_petal","fold":1,"repeat":4,"rung":45}	0.005917	0.006	ok	
295	{"family":"lda_petal","fold":2,"repeat":4,"rung":45}	0.023717	0.006	ok	
296	{"family":"lda_petal","fold":3,"repeat":4,"rung":45}	0.100506	0.007	ok	
297	{"family":"lda_petal","fold":0,"repeat":5,"rung":45}	0.006792	0.006	ok	
