dgp	n	model	k_effective	irr	bias2	var	total	check_abs_err	mc_se
G3-unequal-cov	12	svm_rbf_platt	100	0.1658365957533628	0.053007786340572266	0.027365148628362555	0.24620953072229765	2.7755575615628914e-17	0.004267921601681738
G3-unequal-cov	12	hgbt	100	0.1658365957533628	0.04272222899379398	0.068541391350992	0.27710021609814883	5.551115123125783e-17	0.004373511790675822
G3-unequal-cov	20	lda	100	0.1658365957533628	0.030542425141454783	0.019692933017464408	0.21607195391228198	0.0	0.001508818961849912
G3-unequal-cov	20	slda	100	0.1658365957533628	0.03429355381892199	0.019027207130782937	0.21915735670306774	2.7755575615628914e-17	0.00174788099961483
G3-unequal-cov	20	qda	100	0.1658365957533628	0.0037353681840847793	0.027800036857295332	0.19737200079474287	5.551115123125783e-17	0.002469758550736988
G3-unequal-cov	20	logit_l2	100	0.1658365957533628	0.03439630815801402	0.012119593990276416	0.21235249790165325	0.0	0.0012248743254341062
G3-unequal-cov	20	svm_rbf_platt	100	0.1658365957533628	0.039968470582167265	0.02285769853938563	0.22866276487491569	0.0	0.003131777650386223
G3-unequal-cov	20	hgbt	100	0.1658365957533628	0.021044967800270268	0.09180463906052477	0.2786862026141579	5.551115123125783e-17	0.003390568975993032
G3-unequal-cov	30	lda	100	0.1658365957533628	0.03090385934323087	0.012839619902989869	0.20958007499958356	2.7755575615628914e-17	0.0011398114531543549
G3-unequal-cov	30	slda	100	0.1658365957533628	0.03350527312573027	0.012234761103592218	0.21157662998268528	0.0	0.0012691544046367089
G3-unequal-cov	30	qda	100	0.1658365957533628	0.002375555941367823	0.016733953475483752	0.1849461051702144	2.7755575615628914e-17	0.0012444405979614244
G3-unequal-cov	30	logit_l2	100	0.1658365957533628	0.033900159733500454	0.008760526693578677	0.20849728218044192	2.7755575615628914e-17	0.0010355121260667874
G3-unequal-cov	30	svm_rbf_platt	100	0.1658365957533628	0.03172211825314625	0.018643227485530534	0.21620194149203958	0.0	0.0024529525603052974
G3-unequal-cov	30	hgbt	100	0.1658365957533628	0.013744804369746455	0.10021724669959109	0.2797986468227004	5.551115123125783e-17	0.0029039356674662427
G3-unequal-cov	60	lda	100	0.1658365957533628	0.03152592025765407	0.006221268167052891	0.20358378417806974	2.7755575615628914e-17	0.00048506525540715817
G3-unequal-cov	60	slda	100	0.1658365957533628	0.0326270138782138	0.005940614556430293	0.20440422418800686	2.7755575615628914e-17	0.0005584761198813211
G3-unequal-cov	60	qda	100	0.1658365957533628	0.001838199122440671	0.007977883014855025	0.17565267789065842	8.326672684688674e-17	0.0005537007284338124
G3-unequal-cov	60	logit_l2	100	0.1658365957533628	0.032669476864263663	0.0049135371990805705	0.20341960981670706	2.7755575615628914e-17	0.0004729073612514907
